Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride
46,31,Rural,Silver,12,4.6,Night,Premium,104,456.09445804
40,23,Urban,Silver,55,4.68,Night,Premium,33,164.6500943
50,21,Urban,Gold,48,4.3,Afternoon,Economy,67,171.25591071
70,30,Urban,Regular,51,3.79,Afternoon,Economy,146,538.34422511
65,10,Urban,Regular,13,4.3,Evening,Economy,71,212.28357469
64,63,Urban,Gold,28,3.57,Evening,Premium,163,682.79407294
27,13,Rural,Regular,10,3.84,Morning,Economy,53,25.993449448411635
77,45,Rural,Regular,9,3.8,Afternoon,Economy,60,289.11736527
84,41,Urban,Regular,40,4.02,Night,Premium,27,103.5219354
55,1,Suburban,Silver,100,4.07,Afternoon,Premium,116,394.97539347
39,4,Rural,Silver,76,3.5,Morning,Premium,144,474.58358556
80,34,Suburban,Gold,31,3.93,Afternoon,Economy,180,662.98434411
92,69,Rural,Regular,46,4.27,Afternoon,Economy,118,481.71652342
69,42,Urban,Silver,16,3.59,Evening,Economy,95,402.89490467
43,52,Suburban,Gold,0,3.99,Morning,Economy,98,358.7350632
35,22,Suburban,Silver,52,4.4,Afternoon,Premium,102,513.81021866
74,58,Rural,Regular,44,3.5,Morning,Economy,133,529.47623546
23,50,Rural,Gold,45,4.01,Afternoon,Economy,123,391.35922998
27,1,Rural,Silver,38,4.28,Night,Premium,108,374.04858893
65,18,Rural,Silver,36,4.71,Evening,Economy,161,654.6977698
98,15,Suburban,Regular,65,4.94,Night,Premium,180,649.91987651
88,6,Rural,Gold,18,4.5,Night,Economy,106,326.11109267
69,31,Urban,Gold,53,5.0,Morning,Economy,115,465.86305307
11,57,Urban,Gold,0,5.0,Afternoon,Premium,151,652.13838339
2,24,Urban,Silver,100,4.46,Morning,Economy,167,605.42838105
56,14,Urban,Silver,73,3.97,Evening,Premium,132,528.02163638
100,32,Rural,Regular,31,4.16,Afternoon,Premium,115,394.04719683
39,35,Suburban,Gold,40,4.26,Night,Economy,98,246.6392612
81,33,Urban,Silver,73,4.52,Night,Premium,92,326.62660511
68,2,Urban,Silver,77,3.53,Night,Premium,13,123.81590026
47,51,Urban,Silver,34,4.13,Evening,Premium,100,372.55501741
51,1,Rural,Silver,34,4.38,Afternoon,Premium,71,374.35613626
20,6,Rural,Regular,33,4.41,Night,Premium,70,283.42498093
71,42,Rural,Gold,72,4.26,Morning,Economy,44,69.96489747
45,52,Suburban,Silver,42,3.76,Evening,Premium,139,470.74154893
80,18,Suburban,Regular,66,4.24,Evening,Economy,156,461.39907964
55,15,Suburban,Regular,62,3.85,Afternoon,Economy,1,25.993449448411635
53,15,Suburban,Regular,38,3.76,Morning,Premium,97,417.90985651
10,6,Rural,Silver,11,5.0,Night,Premium,114,481.73592048
67,16,Rural,Silver,81,3.5,Evening,Premium,159,533.71673027
72,9,Rural,Silver,54,4.28,Evening,Economy,85,339.24609065
90,9,Suburban,Gold,56,4.58,Morning,Premium,54,303.40135677
40,21,Urban,Regular,50,4.67,Morning,Premium,60,239.04416094
67,29,Urban,Regular,14,4.36,Morning,Economy,180,655.93966603
70,41,Urban,Regular,38,4.22,Morning,Premium,180,637.36433743
30,26,Rural,Silver,58,4.75,Afternoon,Premium,112,456.28061705
46,27,Suburban,Silver,35,4.26,Morning,Economy,159,590.82905225
32,22,Urban,Silver,61,4.77,Evening,Premium,124,508.16959775
34,10,Rural,Silver,46,4.79,Morning,Economy,58,101.61943956
51,25,Rural,Silver,10,4.17,Afternoon,Economy,81,255.44808046
44,37,Suburban,Gold,0,4.81,Afternoon,Premium,69,320.08987119
60,36,Urban,Gold,62,3.7,Morning,Economy,97,353.72743762
75,14,Urban,Gold,27,4.62,Night,Economy,142,526.14007209
74,25,Rural,Regular,41,3.5,Afternoon,Premium,104,417.1323362
79,42,Rural,Regular,26,4.74,Night,Economy,115,340.46049821
54,33,Suburban,Regular,80,5.0,Afternoon,Premium,54,341.74604887
48,13,Rural,Regular,10,4.34,Night,Premium,120,505.98185937
31,2,Suburban,Silver,77,4.37,Afternoon,Economy,156,478.38512813
77,1,Urban,Gold,9,4.99,Evening,Premium,86,345.03413332
84,52,Rural,Gold,67,4.22,Night,Economy,15,81.15795357
90,71,Suburban,Silver,45,3.5,Night,Premium,35,136.64279983
68,41,Urban,Regular,53,4.38,Afternoon,Economy,42,112.74094569
49,11,Suburban,Gold,58,3.87,Morning,Economy,131,464.12448467
35,21,Urban,Gold,45,4.2,Evening,Economy,77,74.38644517
29,15,Rural,Regular,70,3.79,Morning,Premium,112,475.07962697
14,21,Urban,Regular,37,4.93,Evening,Premium,86,331.72558602
85,33,Rural,Silver,15,4.47,Night,Economy,169,611.68004623
69,36,Suburban,Regular,36,4.09,Afternoon,Premium,153,710.21252715
100,9,Urban,Silver,37,4.52,Evening,Economy,122,427.16383351
58,33,Urban,Silver,57,4.23,Night,Premium,112,402.17958155
62,1,Urban,Regular,17,4.94,Afternoon,Economy,139,386.38931103
69,55,Urban,Regular,77,4.48,Afternoon,Premium,41,235.2283627
75,1,Rural,Gold,89,4.89,Evening,Economy,106,289.16452442
44,28,Suburban,Regular,41,4.0,Afternoon,Economy,61,164.25346675
59,37,Urban,Silver,67,4.35,Evening,Economy,180,692.73086111
79,31,Rural,Regular,100,4.73,Morning,Premium,50,240.98066161
98,37,Rural,Gold,55,4.36,Afternoon,Premium,114,386.45800691
39,52,Urban,Regular,13,3.5,Night,Premium,141,536.78056868
65,15,Urban,Regular,40,4.15,Afternoon,Premium,105,422.77046526
63,31,Suburban,Silver,31,3.83,Night,Premium,109,419.81058751
54,15,Rural,Silver,57,4.8,Afternoon,Premium,89,323.89738074
84,49,Suburban,Gold,85,4.57,Morning,Economy,62,234.26275385
100,24,Rural,Silver,0,4.7,Morning,Economy,93,361.94129105
69,25,Rural,Silver,89,3.9,Afternoon,Premium,169,651.28691247
42,23,Suburban,Silver,57,3.88,Evening,Economy,146,535.22066627
27,34,Suburban,Regular,71,3.69,Night,Premium,117,499.06075621
59,25,Suburban,Gold,63,4.12,Evening,Premium,180,605.73400918
83,25,Urban,Regular,32,4.22,Morning,Premium,180,687.8359942
55,20,Suburban,Gold,64,4.68,Evening,Economy,130,388.76903697
67,22,Suburban,Silver,80,4.14,Morning,Premium,79,381.79031319
100,29,Suburban,Silver,86,3.84,Night,Premium,100,462.13684725
76,46,Rural,Gold,83,4.68,Morning,Premium,106,426.66324916
62,34,Suburban,Regular,36,3.84,Evening,Economy,23,67.54182411
28,18,Rural,Gold,89,4.77,Morning,Economy,104,406.01394341
79,19,Suburban,Regular,81,5.0,Evening,Economy,54,204.95940817
74,57,Suburban,Silver,77,4.05,Night,Economy,70,300.65062439
80,1,Suburban,Gold,15,3.5,Evening,Premium,108,296.59914777
31,1,Suburban,Silver,35,4.34,Evening,Economy,117,426.45397959
60,13,Urban,Regular,54,4.44,Evening,Economy,56,135.37940843
74,39,Rural,Silver,75,4.24,Morning,Premium,1,69.67908883
26,10,Rural,Regular,8,4.66,Evening,Premium,104,444.69401255
64,9,Suburban,Regular,17,4.24,Morning,Premium,105,438.30264109
86,45,Suburban,Silver,53,3.82,Afternoon,Economy,180,525.88636348
45,1,Suburban,Gold,19,3.86,Evening,Premium,101,344.26429636
85,40,Suburban,Silver,39,4.07,Night,Premium,123,514.10361291
61,51,Rural,Regular,47,4.15,Evening,Economy,80,256.46179133
63,41,Urban,Silver,0,4.05,Afternoon,Premium,67,246.59330601
84,31,Rural,Regular,57,4.23,Afternoon,Economy,164,671.82028027
44,41,Suburban,Regular,45,3.76,Afternoon,Economy,35,80.45019984
30,77,Rural,Regular,5,5.0,Morning,Economy,93,420.99447241
54,28,Suburban,Gold,32,4.06,Night,Premium,180,579.79884676
68,28,Suburban,Gold,72,3.81,Morning,Premium,140,532.93298484
69,68,Rural,Gold,39,4.38,Afternoon,Economy,140,474.24315277
68,16,Suburban,Gold,50,4.02,Morning,Premium,85,415.61477332
43,22,Rural,Silver,57,4.1,Night,Economy,63,227.90701466
72,62,Rural,Gold,0,4.36,Night,Economy,105,411.60415927
58,45,Urban,Silver,91,4.32,Night,Economy,58,122.80231468
97,3,Urban,Silver,63,3.72,Night,Premium,150,646.86895763
81,29,Urban,Regular,61,4.55,Morning,Economy,80,289.81282919
73,41,Rural,Regular,68,4.2,Afternoon,Premium,73,376.97898322
56,26,Urban,Regular,47,4.02,Morning,Premium,180,600.48327235
52,25,Rural,Regular,49,4.92,Morning,Premium,131,603.01577268
55,2,Rural,Regular,100,4.49,Night,Economy,45,140.65939494
67,39,Rural,Gold,7,3.8,Evening,Premium,115,439.02580238
84,67,Suburban,Silver,67,4.01,Evening,Premium,88,472.06047455
26,35,Rural,Silver,19,4.03,Night,Economy,58,249.62626059
48,45,Urban,Silver,90,4.66,Morning,Economy,69,233.25379179
90,10,Suburban,Silver,52,3.96,Afternoon,Economy,144,415.2380317
47,7,Suburban,Gold,9,4.0,Afternoon,Premium,112,482.10195987
40,12,Rural,Silver,65,3.79,Afternoon,Economy,99,253.33697377
86,33,Suburban,Silver,81,4.59,Afternoon,Premium,36,178.17771845
72,29,Urban,Regular,60,4.15,Afternoon,Premium,171,507.36167893
66,1,Suburban,Silver,76,3.81,Afternoon,Economy,30,25.993449448411635
75,20,Urban,Regular,92,3.5,Morning,Premium,74,376.46459167
54,28,Rural,Gold,73,4.12,Morning,Premium,10,183.71219103
61,34,Urban,Gold,37,3.9,Night,Economy,124,558.78075165
63,28,Suburban,Regular,90,4.1,Night,Economy,68,272.53874445
53,44,Urban,Regular,64,4.75,Afternoon,Premium,125,481.89223715
53,1,Urban,Gold,36,4.91,Afternoon,Premium,87,285.50313138
40,62,Urban,Silver,63,3.84,Morning,Premium,113,411.12237425
49,1,Suburban,Gold,62,3.83,Morning,Premium,102,387.97714654
50,48,Urban,Regular,54,4.26,Night,Economy,52,83.03720636
16,53,Rural,Gold,11,4.53,Morning,Economy,140,534.51195661
75,9,Urban,Silver,85,4.62,Afternoon,Economy,115,459.83592249
67,64,Suburban,Gold,72,4.97,Afternoon,Premium,180,577.53826657
96,24,Urban,Gold,33,4.31,Morning,Economy,16,88.48956066
29,24,Suburban,Gold,65,4.2,Morning,Premium,152,545.36496999
36,44,Urban,Silver,60,4.04,Morning,Economy,167,605.69574446
83,30,Urban,Silver,4,3.87,Evening,Economy,70,317.10520167
32,18,Urban,Gold,48,4.44,Afternoon,Premium,127,575.3780363
59,21,Urban,Regular,59,5.0,Evening,Premium,161,654.06082951
55,31,Rural,Gold,99,4.29,Evening,Economy,166,604.66743747
97,16,Urban,Regular,53,5.0,Afternoon,Economy,23,25.993449448411635
59,38,Suburban,Silver,100,4.81,Evening,Economy,114,412.35719607
59,18,Rural,Gold,42,3.5,Afternoon,Economy,180,582.8701643
66,19,Urban,Gold,44,4.55,Evening,Premium,155,537.61978254
40,19,Rural,Regular,2,3.5,Evening,Premium,106,442.45991682
48,1,Urban,Gold,49,4.57,Afternoon,Premium,115,459.24345864
34,22,Urban,Silver,39,4.03,Afternoon,Premium,114,382.06278908
76,35,Urban,Silver,34,4.29,Morning,Economy,121,456.31673129
77,59,Urban,Silver,35,3.91,Afternoon,Premium,80,269.66693569
40,56,Urban,Silver,22,4.51,Morning,Premium,48,360.73480388
54,27,Suburban,Regular,24,5.0,Afternoon,Premium,76,371.0044087
64,27,Rural,Silver,51,5.0,Afternoon,Premium,99,385.73034625
27,14,Suburban,Gold,69,3.9,Afternoon,Economy,76,174.64752729
73,42,Urban,Silver,91,4.23,Evening,Economy,84,219.82136322
35,3,Suburban,Regular,61,4.71,Morning,Economy,154,530.76250035
20,10,Rural,Regular,4,4.33,Morning,Premium,116,418.49968815
62,1,Urban,Silver,59,4.04,Evening,Premium,95,396.33391079
75,25,Suburban,Regular,89,4.69,Evening,Economy,120,246.54147503
82,31,Urban,Gold,59,4.08,Afternoon,Premium,63,215.85026345
71,5,Rural,Gold,86,4.43,Night,Economy,97,522.01768354
44,9,Suburban,Silver,41,4.57,Afternoon,Premium,112,582.18968083
100,38,Rural,Regular,33,4.37,Morning,Premium,71,342.02794692
62,22,Rural,Silver,35,3.93,Night,Premium,150,638.38784974
38,9,Rural,Regular,65,4.27,Evening,Premium,94,387.829665
83,15,Urban,Silver,24,4.55,Night,Economy,75,62.22445764
67,40,Suburban,Gold,41,4.14,Afternoon,Premium,62,329.26760264
100,38,Urban,Regular,62,4.39,Morning,Premium,65,401.45403196
97,25,Urban,Silver,90,4.53,Morning,Premium,51,224.12426379
51,7,Urban,Gold,26,4.65,Afternoon,Economy,152,467.28126155
31,3,Suburban,Gold,92,4.22,Morning,Premium,119,481.25753724
49,1,Suburban,Silver,94,3.93,Evening,Economy,102,358.32863739
6,10,Rural,Gold,19,4.43,Night,Premium,88,428.90283052
61,39,Suburban,Regular,36,4.13,Evening,Premium,29,175.0719457
84,12,Urban,Regular,34,3.78,Morning,Economy,131,453.96714736
61,8,Suburban,Silver,21,3.63,Afternoon,Premium,59,363.36684473
72,9,Urban,Silver,58,4.43,Evening,Premium,36,223.17799344
79,19,Rural,Silver,76,3.66,Evening,Economy,151,492.76655042
96,47,Urban,Gold,52,4.87,Morning,Premium,106,343.0409749
64,10,Suburban,Silver,49,4.01,Afternoon,Economy,1,25.993449448411635
55,16,Suburban,Regular,97,3.54,Night,Premium,45,273.28171092
47,4,Rural,Gold,35,4.94,Afternoon,Economy,152,523.22616738
98,45,Urban,Gold,54,4.19,Morning,Economy,103,408.33097467
46,26,Urban,Gold,47,4.34,Morning,Premium,65,206.90278123
100,1,Rural,Gold,29,3.84,Evening,Premium,124,460.38515011
53,7,Urban,Gold,27,4.77,Afternoon,Premium,47,227.54201753
41,35,Urban,Gold,59,4.16,Morning,Premium,90,336.8001068
71,48,Rural,Regular,97,3.5,Morning,Economy,180,642.43522471
66,15,Rural,Silver,63,4.13,Morning,Premium,180,637.64422779
21,40,Suburban,Silver,20,4.53,Evening,Premium,76,355.17236256
77,34,Rural,Regular,30,3.91,Evening,Premium,102,344.77586204
17,63,Urban,Silver,56,3.62,Night,Premium,132,391.10927011
100,8,Rural,Silver,31,4.14,Evening,Premium,153,582.41889329
27,61,Urban,Silver,60,5.0,Evening,Premium,81,260.81905137
67,42,Rural,Regular,66,4.87,Night,Premium,82,290.18490445
73,10,Suburban,Silver,40,4.82,Morning,Economy,84,271.94142279
83,40,Urban,Silver,0,4.71,Morning,Premium,38,56.62324682
26,12,Urban,Regular,49,4.18,Morning,Premium,48,118.6475259
73,31,Suburban,Silver,79,4.02,Evening,Economy,97,388.92541105
35,38,Rural,Regular,62,4.38,Evening,Premium,68,244.38885354
66,15,Rural,Silver,96,4.61,Night,Premium,82,476.32605223
14,62,Suburban,Regular,73,3.72,Night,Economy,131,510.35055958
73,27,Rural,Gold,36,4.17,Night,Economy,105,434.53122613
91,28,Urban,Silver,34,4.87,Evening,Premium,82,350.4608169
54,43,Suburban,Gold,42,4.57,Night,Economy,175,573.10733786
63,41,Suburban,Gold,39,4.69,Morning,Economy,147,531.10232033
75,44,Urban,Gold,56,3.5,Morning,Premium,95,353.23851957
68,41,Urban,Gold,16,4.37,Night,Premium,61,378.72986076
22,68,Suburban,Regular,29,4.31,Night,Premium,113,391.11929598
31,32,Rural,Silver,41,3.74,Evening,Premium,88,343.71263806
51,31,Rural,Silver,51,4.43,Afternoon,Premium,73,301.84721128
63,53,Rural,Silver,73,4.8,Afternoon,Premium,75,384.2671843
49,27,Suburban,Regular,37,4.14,Afternoon,Premium,107,482.76947564
63,5,Rural,Gold,0,4.48,Night,Premium,78,380.69899389
84,18,Urban,Silver,79,4.07,Afternoon,Premium,70,278.62101437
52,18,Urban,Regular,42,4.41,Night,Economy,108,552.04804036
34,59,Rural,Gold,44,3.5,Afternoon,Economy,138,645.28578046
72,12,Suburban,Silver,73,3.91,Night,Economy,180,544.42230813
89,4,Rural,Silver,82,3.93,Morning,Premium,83,215.80545296
67,44,Rural,Silver,62,4.16,Afternoon,Premium,166,631.10932886
49,66,Suburban,Silver,51,3.81,Night,Premium,150,615.77936241
56,1,Rural,Regular,43,4.58,Evening,Premium,88,400.12736542
49,67,Rural,Regular,20,4.8,Morning,Premium,13,194.30577992
67,9,Urban,Regular,58,4.47,Evening,Premium,96,369.49219042
10,1,Suburban,Silver,16,4.41,Evening,Premium,40,179.13496723
63,1,Suburban,Regular,49,4.32,Afternoon,Economy,84,185.44625078
56,28,Suburban,Silver,100,4.78,Morning,Premium,81,287.8362578
82,19,Urban,Regular,9,3.73,Evening,Economy,119,425.23642361
27,25,Rural,Silver,62,3.5,Afternoon,Economy,49,173.25911345
33,17,Urban,Gold,38,3.7,Night,Premium,113,361.02241322
69,2,Suburban,Regular,28,3.99,Night,Economy,114,385.24938357
91,40,Urban,Silver,36,4.32,Evening,Premium,95,409.02775511
57,17,Rural,Regular,53,4.6,Night,Economy,120,365.43338591
55,49,Suburban,Regular,100,4.17,Evening,Economy,81,307.27829455
42,40,Urban,Gold,74,3.91,Morning,Premium,41,172.3103393
61,20,Rural,Gold,68,4.21,Morning,Premium,88,443.62530641
38,17,Urban,Silver,35,4.67,Afternoon,Premium,77,383.467537
29,1,Rural,Regular,19,4.17,Afternoon,Economy,145,301.44242196
73,43,Suburban,Silver,28,4.02,Afternoon,Premium,118,525.80166113
40,30,Rural,Gold,87,4.7,Morning,Economy,154,524.6970579
76,36,Suburban,Silver,35,5.0,Morning,Economy,86,258.84705309
59,9,Urban,Regular,57,4.36,Morning,Premium,53,203.61376288
84,27,Rural,Gold,51,3.9,Afternoon,Premium,157,599.0233373
35,3,Suburban,Regular,54,3.9,Morning,Premium,142,551.52539825
79,7,Suburban,Gold,47,4.97,Afternoon,Economy,140,484.80901978
61,52,Urban,Silver,65,4.58,Evening,Economy,111,335.91261006
25,20,Suburban,Gold,29,4.44,Night,Economy,96,336.15637971
43,24,Suburban,Gold,69,4.48,Evening,Premium,119,485.32478996
44,1,Suburban,Regular,100,4.08,Morning,Premium,112,458.32471954
70,8,Rural,Silver,51,4.61,Afternoon,Economy,153,598.59287808
38,5,Urban,Regular,41,4.73,Afternoon,Premium,147,633.04380865
31,21,Urban,Regular,46,4.34,Morning,Economy,94,517.43489164
51,15,Rural,Silver,73,4.08,Night,Premium,112,417.93450351
82,20,Rural,Gold,15,4.17,Afternoon,Premium,86,488.6604816
63,37,Urban,Gold,86,4.24,Afternoon,Premium,59,366.37014863
54,54,Urban,Gold,54,4.7,Afternoon,Premium,176,624.93376089
74,36,Rural,Silver,61,4.66,Night,Premium,179,650.4641024
37,7,Rural,Regular,47,4.38,Evening,Premium,124,399.78874959
100,2,Rural,Silver,50,4.42,Evening,Premium,114,362.6466826
100,8,Rural,Silver,24,4.28,Afternoon,Economy,62,201.08519736
49,30,Urban,Silver,24,3.5,Night,Premium,43,76.34144486
62,46,Suburban,Silver,14,3.97,Afternoon,Economy,34,25.993449448411635
58,45,Rural,Regular,9,4.18,Evening,Premium,130,523.16359633
48,67,Urban,Silver,86,4.3,Evening,Economy,171,565.29500297
82,25,Rural,Silver,46,3.5,Evening,Premium,127,583.45849178
25,17,Rural,Regular,61,4.76,Morning,Premium,107,351.45577401
51,26,Rural,Gold,62,3.81,Morning,Economy,44,138.10626249
72,1,Rural,Gold,54,4.51,Night,Economy,55,70.86662604
97,27,Rural,Regular,71,4.12,Afternoon,Economy,163,611.49161352
92,20,Suburban,Silver,90,4.44,Evening,Premium,161,514.20127395
44,4,Urban,Regular,54,3.59,Night,Premium,32,184.21015143
41,51,Urban,Regular,30,4.0,Night,Premium,154,556.88261952
50,13,Urban,Silver,85,4.82,Evening,Premium,75,409.59000359
94,18,Rural,Silver,8,4.02,Evening,Economy,65,248.90837287
69,1,Rural,Gold,69,3.64,Night,Economy,70,328.7408965
100,30,Suburban,Silver,54,4.34,Morning,Premium,142,476.01271286
75,64,Urban,Silver,69,4.23,Night,Economy,59,279.85595743
100,31,Rural,Silver,19,4.01,Night,Economy,131,410.81053271
58,48,Urban,Gold,70,4.6,Night,Economy,106,449.39406129
40,14,Rural,Regular,41,3.99,Morning,Economy,112,527.0884077
100,40,Suburban,Gold,34,3.9,Afternoon,Premium,75,320.87756289
29,13,Urban,Gold,96,4.54,Evening,Premium,80,332.99169917
66,7,Urban,Gold,80,3.98,Night,Premium,171,626.3577787
63,35,Rural,Silver,64,3.9,Night,Premium,121,373.94649887
46,54,Suburban,Silver,59,5.0,Afternoon,Economy,137,416.21878139
68,10,Urban,Gold,26,4.65,Morning,Economy,64,205.64051707
56,33,Suburban,Gold,28,5.0,Evening,Premium,154,490.81371152
39,1,Suburban,Gold,66,4.25,Afternoon,Economy,93,382.16165475
29,6,Suburban,Gold,16,3.98,Morning,Premium,178,728.90749641
70,77,Urban,Regular,83,3.73,Night,Premium,77,436.64454844
41,18,Rural,Regular,87,4.18,Night,Economy,63,203.00747704
47,15,Urban,Regular,81,3.5,Night,Premium,130,502.94938025
40,39,Suburban,Regular,68,3.5,Night,Economy,124,545.83346267
41,7,Rural,Silver,24,4.05,Evening,Premium,35,109.7756197
56,39,Urban,Silver,23,4.13,Morning,Premium,74,296.69905313
30,39,Urban,Silver,89,4.13,Evening,Premium,110,397.92751056
52,21,Suburban,Silver,61,4.51,Evening,Economy,111,330.65782489
73,55,Suburban,Silver,72,3.96,Morning,Premium,111,421.50418154
74,1,Rural,Regular,87,4.5,Afternoon,Premium,77,282.46187556
48,20,Rural,Regular,100,4.27,Night,Premium,164,606.7652199
42,52,Suburban,Regular,27,4.13,Night,Premium,38,238.35588745
88,45,Suburban,Gold,88,3.74,Night,Premium,159,565.27384628
69,18,Suburban,Regular,2,5.0,Night,Premium,110,435.981275
72,14,Rural,Regular,41,4.97,Night,Premium,122,580.95650166
90,31,Rural,Regular,15,4.12,Morning,Premium,89,456.03106842
85,1,Suburban,Silver,65,4.76,Afternoon,Premium,178,594.08574045
81,27,Urban,Regular,100,4.51,Morning,Economy,112,335.74299928
18,32,Rural,Gold,29,4.68,Afternoon,Premium,13,92.7589502
46,12,Urban,Silver,0,3.98,Afternoon,Economy,96,296.01966974
28,27,Rural,Gold,21,4.85,Night,Economy,124,408.73518242
92,27,Suburban,Silver,15,3.62,Morning,Premium,88,384.46349935
51,1,Urban,Regular,0,3.5,Evening,Economy,40,200.91956157
42,26,Rural,Gold,65,4.14,Morning,Premium,39,69.11282404
67,1,Urban,Gold,60,3.99,Evening,Economy,50,151.09917362
75,14,Suburban,Regular,33,4.52,Afternoon,Economy,152,586.61992917
71,17,Suburban,Regular,64,3.52,Evening,Economy,99,278.42939035
60,56,Rural,Silver,69,4.33,Morning,Economy,147,530.47634115
88,43,Suburban,Gold,96,3.98,Evening,Economy,112,371.56699852
52,56,Urban,Regular,59,4.92,Afternoon,Premium,90,298.36343349
24,16,Suburban,Silver,20,3.58,Evening,Economy,29,25.993449448411635
51,22,Suburban,Silver,72,4.9,Afternoon,Economy,106,379.21273638
50,32,Urban,Gold,21,4.77,Afternoon,Premium,70,265.7308894
75,29,Suburban,Silver,60,4.22,Afternoon,Economy,92,295.27068026
82,48,Urban,Gold,99,4.48,Afternoon,Economy,164,502.41041032
42,40,Rural,Silver,57,4.61,Evening,Premium,56,297.09988934
9,45,Urban,Regular,71,4.23,Evening,Premium,180,646.03521603
100,22,Suburban,Regular,6,4.65,Morning,Economy,94,272.56951635
65,42,Urban,Regular,90,4.05,Night,Economy,158,567.72618717
11,18,Urban,Regular,0,4.66,Afternoon,Economy,92,368.83608194
21,73,Rural,Silver,100,4.07,Afternoon,Economy,51,214.19474886
66,21,Suburban,Regular,100,4.14,Morning,Economy,108,436.98949373
48,30,Urban,Gold,42,4.62,Night,Economy,41,150.60560103
90,42,Rural,Regular,37,3.71,Morning,Economy,96,483.53244115
48,73,Rural,Regular,46,4.85,Afternoon,Premium,71,386.29135725
58,48,Suburban,Regular,84,4.15,Night,Premium,67,291.51712026
46,11,Urban,Silver,4,4.48,Night,Economy,157,492.90353404
57,47,Rural,Silver,44,4.27,Night,Premium,153,504.8733019
62,1,Suburban,Silver,60,4.5,Evening,Economy,40,132.46459639
92,17,Urban,Gold,97,4.06,Morning,Economy,121,390.68050986
67,12,Rural,Gold,21,4.44,Morning,Economy,63,269.71752014
